student_id,age,degree,cgpa,python_score,sql_score,statistics_score,ml_score,dl_score,genai_score,ml_projects,end_to_end_projects,deployed_projects,kaggle_competitions,best_competition_rank,hackathons_attended,hackathons_won,finalist_status,github_projects,internship_months,certifications,ml_interview_score,communication_score,dsa_score,resume_score,mock_interview_score,job_ready,career_track
S100309,25,B.Tech,8.37,1.6,5.8,6.1,4.6,5.4,0.5,0,0,0,0,,2,0,1,6,3,1.0,7.1,2.9,0.5,3.8,5.6,0,5
S100310,20,B.Tech,7.47,6.4,5.2,5.1,6.1,2.1,4.9,0,0,0,1,357.0,1,0,0,7,1,4.0,3.8,5.9,5.2,7.5,4.8,1,4
S100311,20,B.Tech,7.98,5.9,10.0,4.2,2.9,5.9,2.5,2,0,0,0,,3,0,1,2,2,1.0,3.6,8.8,8.5,4.6,4.4,0,5
S100312,25,B.Tech,7.32,5.0,4.2,6.5,8.0,7.5,4.9,0,0,0,2,464.0,4,1,2,4,3,4.0,4.8,7.1,6.3,10.0,4.5,1,1
S100313,23,B.Tech,7.19,8.4,6.4,4.4,5.6,8.1,4.8,4,2,0,2,112.0,5,1,2,3,2,3.0,5.4,8.1,6.3,7.3,7.7,1,3
S100314,23,B.Tech,6.23,5.9,4.3,6.3,8.1,6.1,4.6,3,2,1,1,498.0,4,1,2,2,2,2.0,1.4,8.2,2.3,2.9,6.3,0,5
S100315,22,B.Tech,5.72,6.2,9.4,5.6,5.4,1.5,3.1,1,1,0,2,145.0,7,0,3,2,2,4.0,7.6,8.9,6.9,4.3,8.9,1,0
S100316,22,B.Tech,7.26,5.8,7.6,4.9,5.5,4.9,6.0,2,1,0,1,444.0,4,0,3,4,1,1.0,6.0,5.9,7.5,7.2,6.0,1,3
S100317,24,B.Sc,7.55,3.0,4.4,4.8,3.4,9.2,4.3,2,0,0,1,427.0,1,0,0,2,0,3.0,7.1,8.2,5.9,7.2,2.0,0,5
S100318,23,B.Tech,6.34,4.5,6.8,4.5,7.3,2.6,7.4,3,0,0,1,281.0,3,1,1,2,0,3.0,2.4,10.0,4.2,7.0,3.7,0,5
S100319,20,BCA,7.47,8.2,6.3,2.2,4.0,4.4,4.6,2,2,0,0,,1,0,0,4,1,3.0,4.2,6.5,6.4,6.3,6.0,0,5
S100320,23,MCA,7.55,2.7,4.8,6.3,4.8,7.6,2.9,0,0,0,1,375.0,3,0,1,3,0,4.0,4.1,4.1,3.4,5.4,6.3,0,5
S100321,24,B.Tech,5.56,5.1,7.3,6.0,5.8,5.9,1.3,1,1,1,2,349.0,2,1,1,3,3,1.0,5.1,5.4,3.2,8.0,4.6,1,2
S100322,20,B.Tech,6.68,5.8,6.6,7.2,6.0,10.0,4.6,2,0,0,1,432.0,0,0,0,4,3,6.0,5.4,7.3,7.1,4.4,4.2,1,3
S100323,22,B.Tech,7.87,9.6,6.2,4.4,2.4,2.9,2.2,4,2,1,5,113.0,0,0,0,7,1,0.0,7.2,3.5,7.7,6.1,4.6,0,5
S100324,24,MCA,7.85,7.9,5.7,9.3,5.3,2.3,2.0,0,0,0,0,,5,0,1,7,2,3.0,5.7,5.1,4.0,4.9,5.5,0,5
S100325,23,B.Sc,6.46,5.5,6.7,4.7,7.4,7.2,6.2,1,0,0,0,,3,0,0,5,4,1.0,4.0,5.9,3.2,4.7,5.7,0,5
S100326,20,MCA,7.64,8.8,6.3,3.7,5.0,1.9,1.1,2,0,0,2,185.0,1,0,0,1,2,5.0,9.9,6.7,3.7,,3.6,0,5
S100327,20,B.Tech,8.42,5.2,5.9,3.5,5.4,4.1,8.1,3,1,0,2,2.0,4,1,3,4,2,3.0,5.0,9.7,5.9,4.7,6.3,0,5
S100328,23,B.Sc,8.2,8.3,4.5,2.0,6.1,4.4,5.4,4,2,0,2,77.0,1,0,0,2,1,4.0,3.7,7.7,3.2,7.0,6.3,0,5
S100329,22,B.Tech,7.41,4.1,9.2,8.6,5.5,6.8,4.9,2,2,1,1,240.0,4,2,3,10,3,3.0,1.7,4.5,8.1,3.3,5.6,1,0
S100330,25,M.Tech,7.08,8.4,3.7,8.2,3.7,5.9,2.7,2,2,0,2,483.0,6,1,2,7,3,,5.7,10.0,4.6,6.8,4.4,1,3
S100331,23,B.Tech,6.93,5.8,6.7,6.7,5.7,5.5,6.7,1,0,0,0,,4,0,0,1,2,1.0,6.9,6.5,6.2,4.9,7.1,1,1
S100332,25,B.Sc,7.92,4.6,5.2,3.7,7.8,3.6,5.0,3,2,1,0,,4,0,2,2,4,2.0,3.2,3.5,4.0,6.1,8.4,1,2
S100333,21,MCA,,6.1,9.3,9.1,3.7,7.2,3.5,4,1,0,3,429.0,4,1,2,5,1,0.0,6.7,4.6,6.7,5.7,4.9,1,1
S100334,22,B.Tech,8.07,7.0,4.0,4.8,5.1,10.0,5.4,1,0,0,3,20.0,3,0,1,8,6,0.0,5.7,4.6,6.8,5.1,4.5,0,5
S100335,20,B.Sc,7.62,5.6,4.3,5.0,3.0,6.0,1.3,4,1,0,1,49.0,2,0,1,3,1,5.0,2.0,4.1,2.1,8.2,6.7,0,5
S100336,23,B.Tech,8.24,7.5,3.9,8.4,7.7,4.7,1.4,4,1,0,3,445.0,7,2,5,5,3,4.0,6.8,7.4,4.1,5.3,3.5,1,1
S100337,21,M.Tech,7.59,5.5,6.4,6.8,5.6,1.6,2.5,1,1,1,0,,3,1,1,5,0,3.0,5.0,1.7,5.2,7.3,3.2,0,5
S100338,22,B.Tech,8.21,7.6,3.1,9.9,4.1,3.1,5.8,4,2,0,0,,3,0,1,6,1,6.0,3.2,,4.4,7.3,4.5,0,5
S100339,22,BCA,8.28,7.3,4.8,6.0,6.0,4.0,5.0,4,1,0,2,8.0,3,1,1,8,3,,7.4,8.0,7.2,5.5,6.4,1,4
S100340,21,B.Tech,6.78,6.4,1.5,4.7,3.4,3.3,7.3,1,0,0,1,203.0,0,0,0,6,0,3.0,7.4,5.7,4.3,3.7,4.0,0,5
S100341,20,BCA,5.87,5.7,6.3,4.3,3.7,4.5,3.0,3,1,1,3,496.0,3,0,1,6,1,2.0,3.2,8.1,6.9,,5.8,0,5
S100342,23,MCA,8.89,6.8,4.8,1.8,2.9,8.4,6.3,2,2,1,2,492.0,4,2,3,7,2,3.0,6.1,4.5,6.5,8.3,1.8,0,5
S100343,25,B.Sc,7.73,7.5,2.8,4.9,3.7,7.2,4.7,2,0,0,1,321.0,2,0,0,4,2,2.0,5.9,5.0,5.3,6.9,7.0,0,5
S100344,21,M.Tech,5.96,10.0,8.0,7.8,8.5,4.2,2.9,2,1,0,2,337.0,0,0,0,5,1,1.0,5.4,7.5,7.0,6.2,8.7,1,1
S100345,22,M.Tech,6.86,8.2,3.2,6.7,4.3,1.8,5.8,2,2,1,2,322.0,3,0,1,3,2,2.0,4.5,6.1,2.4,5.0,4.0,0,5
S100346,21,BCA,8.19,8.3,7.4,5.5,6.7,7.4,4.9,2,0,0,1,347.0,4,0,2,2,3,0.0,5.2,5.4,5.4,9.1,6.7,1,3
S100347,24,B.Tech,7.25,10.0,4.4,3.5,4.1,4.4,3.6,0,0,0,1,259.0,2,0,0,3,3,2.0,7.4,6.3,4.0,4.4,5.4,1,4
S100348,22,B.Sc,7.04,7.4,9.0,6.0,7.3,0.7,5.1,0,0,0,3,103.0,3,0,1,5,3,0.0,6.3,8.9,5.3,6.3,6.0,0,5
S100349,25,B.Tech,8.76,7.4,7.3,7.5,3.7,6.1,4.7,3,1,0,2,434.0,3,1,2,2,2,2.0,1.6,8.8,4.6,6.9,5.3,0,5
S100350,21,B.Sc,6.56,7.8,3.8,6.4,5.9,6.8,4.7,1,1,0,1,439.0,4,0,0,4,0,5.0,1.2,7.3,5.6,3.6,5.2,0,5
S100351,20,B.Tech,6.78,4.7,4.0,5.8,5.9,0.0,4.1,1,1,0,0,,3,1,2,3,1,1.0,1.8,,5.5,4.6,4.1,0,5
S100352,23,B.Sc,7.69,5.7,7.0,3.9,10.0,2.7,2.1,2,2,0,2,48.0,0,0,0,4,0,1.0,2.8,7.4,5.8,5.2,3.6,0,5
S100353,23,B.Sc,7.85,5.6,5.3,7.2,7.1,4.3,5.2,4,4,2,1,396.0,1,0,1,5,2,5.0,4.0,4.9,5.9,7.6,8.0,1,2
S100354,25,B.Tech,,7.7,5.5,0.0,4.6,6.1,3.2,4,1,0,1,24.0,2,0,0,1,2,2.0,4.6,8.6,6.6,5.2,2.4,0,5
S100355,25,B.Tech,8.32,6.2,8.3,6.3,7.2,3.4,2.8,1,1,0,0,,3,0,0,2,6,2.0,5.4,8.2,3.0,3.4,5.8,1,0
S100356,25,M.Tech,7.68,6.7,4.3,10.0,10.0,2.7,4.5,7,1,0,2,490.0,3,1,2,8,1,7.0,5.4,10.0,6.5,3.2,5.7,1,1
S100357,23,M.Tech,7.94,8.5,6.0,2.5,2.5,6.1,6.6,3,1,1,0,,5,1,2,3,2,1.0,5.4,5.1,2.5,4.6,5.7,0,5
S100358,22,B.Tech,7.27,8.1,7.7,5.0,4.1,3.5,5.4,2,2,0,2,399.0,1,0,1,4,1,4.0,7.8,4.8,0.0,3.3,7.1,1,0
S100359,22,B.Sc,7.56,6.2,7.4,5.5,5.3,5.7,3.8,4,2,2,3,67.0,3,0,1,2,2,1.0,2.1,7.5,9.4,7.4,5.1,1,2
S100360,20,BCA,7.6,5.3,5.5,4.6,5.0,2.1,3.7,2,1,1,2,145.0,4,1,2,5,0,4.0,6.2,6.0,3.6,7.5,7.1,1,1
S100361,22,B.Tech,7.69,8.5,5.2,7.6,5.1,1.5,6.4,3,1,0,4,274.0,2,1,1,3,0,5.0,6.2,8.3,4.6,6.0,9.8,1,4
S100362,22,B.Tech,8.2,7.9,2.3,6.4,3.2,6.2,0.0,2,0,0,2,340.0,4,1,1,2,4,2.0,3.0,8.9,1.8,5.5,5.5,0,5
S100363,20,B.Tech,8.0,3.6,3.7,5.8,8.6,5.1,6.8,6,2,1,1,46.0,1,0,0,3,1,2.0,6.6,9.6,4.6,7.3,1.7,1,2
S100364,21,B.Sc,7.54,5.9,6.4,7.1,3.0,6.5,0.9,3,1,1,2,55.0,3,1,1,5,3,6.0,6.2,6.6,5.9,7.3,5.5,1,0
S100365,23,B.Tech,6.77,6.8,5.5,5.5,5.4,3.3,1.9,1,1,1,1,141.0,2,1,2,4,2,2.0,5.4,8.1,6.0,4.2,5.3,0,5
S100366,22,M.Tech,7.56,7.9,5.9,10.0,7.9,2.8,3.9,3,0,0,0,,7,2,2,5,0,2.0,0.7,5.6,3.1,4.5,6.6,0,5
S100367,25,B.Sc,7.47,8.1,7.9,5.8,5.7,7.5,9.8,5,1,1,1,202.0,3,0,0,6,1,1.0,7.4,6.9,4.6,7.3,1.8,1,4
S100368,22,B.Tech,7.67,7.0,3.4,5.9,3.8,1.1,8.7,3,1,1,3,138.0,5,0,2,6,1,1.0,6.0,6.4,6.2,6.5,6.4,1,4
S100369,25,MCA,9.49,7.6,5.3,2.1,3.1,7.3,6.6,2,0,0,4,79.0,3,1,1,2,5,1.0,6.3,6.3,6.0,7.1,5.0,0,5
S100370,23,M.Tech,7.03,6.6,6.2,4.4,5.3,7.4,5.8,5,0,0,1,484.0,3,1,1,2,3,5.0,0.0,9.8,5.8,4.4,7.4,0,5
S100371,20,B.Tech,7.88,5.3,4.4,7.8,4.3,6.4,0.9,2,0,0,3,352.0,2,0,1,5,0,2.0,4.4,4.1,7.0,4.6,4.8,0,5
S100372,21,B.Tech,8.46,6.0,8.7,2.8,6.2,3.0,5.3,1,1,1,1,492.0,0,0,0,3,1,2.0,2.6,6.5,5.3,6.8,7.5,1,4
S100373,24,B.Tech,7.59,6.5,7.6,1.2,3.0,2.7,3.8,2,2,0,2,248.0,5,0,2,6,2,1.0,8.1,6.6,8.3,4.8,2.8,0,5
S100374,23,B.Tech,9.6,6.4,6.4,5.6,7.4,4.0,3.2,3,1,1,2,409.0,3,1,1,7,2,1.0,3.3,7.7,4.9,3.3,5.8,1,1
S100375,21,B.Tech,7.16,3.1,9.4,8.2,6.0,1.7,5.3,1,0,0,2,320.0,3,0,0,1,1,1.0,8.5,4.5,6.9,4.8,3.9,0,5
S100376,23,BCA,7.79,5.8,2.8,5.6,6.2,2.4,4.0,6,0,0,1,263.0,2,0,1,4,2,3.0,7.4,6.0,7.0,5.6,4.8,0,5
S100377,25,B.Tech,6.78,6.6,5.8,4.8,8.7,5.9,6.9,3,0,0,2,237.0,8,1,3,3,0,2.0,5.9,5.4,2.2,9.1,10.0,1,4
S100378,22,B.Tech,7.18,6.0,6.5,1.8,4.9,5.9,0.7,0,0,0,0,,1,0,0,3,1,3.0,7.8,2.4,6.4,4.5,3.9,0,5
S100379,20,M.Tech,7.72,6.1,4.0,6.4,4.3,2.2,5.2,3,1,0,5,206.0,2,0,0,3,3,5.0,3.6,8.6,4.2,5.9,5.1,1,4
S100380,21,B.Sc,8.26,7.4,6.4,6.8,4.7,6.0,3.1,3,0,0,1,320.0,2,0,1,8,0,4.0,4.0,3.9,3.5,9.7,3.5,0,5
S100381,25,BCA,7.79,4.6,3.6,1.9,5.4,5.5,4.1,6,1,1,2,246.0,1,0,0,3,6,2.0,7.3,3.6,4.7,4.0,5.2,0,5
S100382,24,M.Tech,8.63,3.6,7.2,7.8,5.6,7.8,5.7,3,1,0,4,485.0,2,0,1,2,6,3.0,3.6,8.2,5.8,7.2,5.5,1,3
S100383,25,B.Tech,7.41,5.9,7.9,7.0,4.1,5.8,2.5,2,2,0,2,449.0,4,0,0,5,2,4.0,2.8,5.9,2.4,4.7,4.3,0,5
S100384,25,B.Tech,7.2,7.9,6.3,7.8,1.8,6.8,5.4,3,2,1,4,232.0,1,0,0,4,3,1.0,4.9,6.0,5.6,6.7,9.0,1,0
S100385,20,BCA,9.93,9.5,2.1,6.7,4.7,5.5,4.5,5,2,1,2,198.0,3,1,2,3,1,3.0,3.7,6.0,5.1,10.0,8.1,1,2
S100386,21,M.Tech,7.85,7.9,3.9,6.8,6.5,6.7,3.5,2,1,0,1,379.0,1,1,1,4,5,3.0,9.2,8.4,7.6,7.4,3.9,1,3
S100387,20,BCA,6.85,3.9,6.9,6.5,6.1,1.7,4.0,1,1,0,3,321.0,3,0,1,2,2,2.0,7.1,5.5,4.2,6.3,7.4,0,5
S100388,20,B.Tech,6.88,6.1,5.8,7.2,8.2,4.2,4.7,2,1,0,4,116.0,1,0,0,2,1,0.0,4.3,7.6,7.9,4.3,4.8,1,3
S100389,25,MCA,6.65,7.0,0.4,1.9,9.7,4.4,3.3,2,2,2,1,417.0,3,1,3,2,2,3.0,3.5,4.4,6.3,5.7,3.3,0,5
S100390,25,B.Sc,8.34,6.8,8.3,2.5,7.3,4.0,5.0,2,1,0,0,,1,0,0,4,1,4.0,6.2,7.1,5.4,5.0,4.4,0,5
S100391,20,B.Tech,7.17,7.5,6.1,4.0,8.6,5.5,4.4,2,2,0,2,310.0,5,1,2,3,2,4.0,7.9,,8.0,3.4,3.3,0,5
S100392,24,B.Sc,7.61,4.8,4.2,5.2,7.3,5.9,3.7,0,0,0,0,,3,0,1,4,4,2.0,6.1,9.0,9.3,2.2,7.7,1,3
S100393,23,B.Sc,7.44,6.6,7.8,6.3,9.2,5.4,8.5,0,0,0,1,113.0,6,1,4,2,2,6.0,3.6,3.7,5.1,4.5,4.0,0,5
S100394,20,B.Tech,8.16,7.3,4.4,6.1,9.5,4.1,5.9,3,2,1,1,400.0,5,0,1,2,2,2.0,2.6,6.0,4.0,5.9,8.4,1,1
S100395,25,B.Tech,,8.0,4.4,7.7,7.7,2.9,4.2,4,1,1,2,61.0,2,0,0,4,1,,4.7,9.4,6.4,8.0,6.1,1,2
S100396,25,MCA,6.53,5.0,6.5,7.8,7.2,6.9,5.3,3,1,1,0,,5,0,2,5,1,5.0,6.1,8.2,2.7,4.7,5.0,1,3
S100397,23,B.Tech,7.7,5.9,9.4,3.8,5.4,5.3,2.7,3,0,0,0,,1,0,0,8,4,0.0,4.6,6.1,2.9,6.3,4.8,1,0
S100398,24,B.Tech,8.04,1.6,9.0,6.0,5.7,2.3,4.0,4,2,1,2,291.0,2,0,1,3,3,2.0,7.5,6.5,8.1,2.9,9.3,1,0
S100399,22,B.Tech,7.8,5.4,6.5,3.8,5.1,4.1,4.3,3,2,2,2,363.0,5,0,0,4,3,3.0,6.6,7.0,6.6,4.6,5.8,1,2
S100400,24,B.Tech,6.77,5.6,6.7,5.1,7.0,0.7,2.3,5,2,0,2,156.0,1,0,0,4,4,5.0,6.0,5.8,3.8,1.6,4.8,0,5
S100401,22,MCA,8.11,4.7,7.4,6.1,4.4,4.6,5.9,7,2,0,1,384.0,5,0,1,5,2,2.0,6.5,7.5,10.0,10.0,7.5,1,3
S100402,25,M.Tech,6.83,6.8,3.3,0.0,5.4,4.1,3.9,1,1,1,1,13.0,0,0,0,5,0,3.0,2.7,7.4,2.7,6.4,7.0,0,5
S100403,20,B.Tech,7.03,6.4,7.1,10.0,1.1,3.2,4.2,4,2,0,2,347.0,3,0,0,4,2,2.0,4.5,4.5,6.7,6.3,3.8,0,5
S100404,21,BCA,6.65,2.4,4.3,6.6,9.2,8.0,3.7,3,1,1,0,,3,0,2,3,0,2.0,3.4,5.6,3.9,7.0,5.8,0,5
S100405,25,MCA,8.67,6.9,6.4,4.3,5.4,2.0,10.0,1,1,1,0,,4,2,3,3,0,,6.3,5.7,9.1,10.0,2.2,1,4
S100406,21,B.Tech,8.07,4.8,5.3,9.4,6.7,6.1,3.5,1,1,1,1,347.0,5,0,1,1,0,2.0,3.4,6.0,4.4,5.2,5.7,1,2
S100407,21,MCA,8.04,7.4,6.8,4.8,8.7,9.3,0.4,2,2,2,1,387.0,4,1,2,4,3,1.0,5.7,7.0,4.9,4.2,6.4,1,3
S100408,24,B.Tech,8.62,4.2,6.0,5.8,6.4,6.9,1.5,4,2,0,0,,3,0,1,5,6,3.0,5.2,6.8,1.9,9.6,6.7,1,3
S100409,21,BCA,10.0,6.6,0.0,4.5,8.7,4.4,6.7,5,2,0,1,302.0,1,0,0,4,3,0.0,6.7,5.2,9.7,3.8,3.8,0,5
S100410,23,B.Sc,5.96,6.0,6.2,8.8,3.3,2.0,7.9,2,0,0,2,30.0,7,2,4,6,1,3.0,3.1,8.9,4.3,8.3,4.3,1,4
S100411,21,B.Sc,,7.0,7.1,5.3,10.0,1.5,3.5,0,0,0,1,494.0,4,1,4,6,2,5.0,6.4,6.5,6.5,5.9,6.3,1,1
S100412,21,B.Tech,6.95,6.7,6.7,5.8,8.0,3.6,7.8,1,1,0,3,483.0,4,1,1,2,2,1.0,3.4,,5.5,6.8,8.3,1,1
S100413,25,MCA,6.73,6.0,5.6,7.9,6.2,3.0,6.6,2,2,1,2,382.0,9,0,4,6,3,3.0,3.6,9.1,4.4,3.4,6.0,1,2
S100414,21,B.Tech,6.53,3.7,9.1,6.7,8.7,2.9,4.6,1,0,0,0,,1,0,0,8,2,2.0,5.2,4.6,1.0,10.0,4.7,0,5
S100415,20,B.Tech,7.23,3.8,6.4,5.4,3.5,3.8,4.4,7,0,0,0,,6,0,0,3,4,1.0,7.9,5.6,5.0,5.3,7.7,1,0
S100416,24,B.Tech,6.41,5.4,6.7,7.7,5.2,4.3,5.4,3,1,1,1,409.0,5,0,2,5,1,0.0,3.8,5.7,5.0,4.7,6.1,0,5
S100417,25,M.Tech,7.8,6.5,7.9,10.0,8.7,5.6,6.9,1,1,1,2,338.0,5,2,3,2,1,3.0,1.9,7.1,6.1,7.0,6.2,1,1
S100418,20,B.Tech,7.55,5.4,6.5,6.1,2.1,1.8,5.9,2,1,0,5,452.0,2,0,1,2,2,4.0,3.6,7.8,9.8,4.8,7.4,0,5
S100419,24,MCA,7.93,7.6,4.0,5.7,6.9,3.0,3.5,3,1,1,0,,4,0,1,2,2,3.0,4.7,6.8,6.8,6.8,5.6,0,5
S100420,23,B.Sc,7.96,6.0,0.9,5.8,6.9,4.1,4.6,0,0,0,1,357.0,7,0,0,4,5,1.0,9.2,5.5,7.2,3.7,3.9,1,1
S100421,24,B.Tech,8.04,4.8,4.8,8.1,9.7,4.1,9.4,5,0,0,0,,3,0,0,4,3,1.0,6.3,9.5,4.9,6.3,5.5,1,1
S100422,20,B.Tech,7.16,6.0,7.3,4.3,2.6,8.5,5.6,2,1,0,0,,2,0,0,3,4,1.0,4.0,5.7,2.9,4.9,8.0,0,5
S100423,25,B.Tech,9.41,6.9,5.1,4.9,9.0,5.0,6.9,1,1,1,1,267.0,5,0,1,1,2,5.0,5.2,7.8,4.9,4.6,9.6,1,2
S100424,23,B.Sc,7.71,7.1,7.4,2.4,4.7,1.0,6.2,1,0,0,2,400.0,2,1,2,2,1,2.0,8.6,6.4,4.0,4.3,3.4,0,5
S100425,25,MCA,5.82,9.9,6.1,3.1,4.9,5.4,5.6,2,0,0,3,102.0,4,1,3,2,2,2.0,5.0,6.4,5.4,7.6,9.1,1,4
S100426,22,B.Tech,6.6,5.3,8.4,4.5,3.4,5.7,5.2,1,1,1,2,134.0,1,0,1,1,4,1.0,5.0,7.7,4.5,5.4,5.1,1,0
S100427,25,MCA,5.93,6.4,5.2,5.4,3.6,4.2,7.0,3,1,1,3,44.0,3,0,1,3,3,4.0,4.7,9.3,2.1,5.7,5.8,0,5
S100428,23,B.Tech,7.52,7.3,6.7,9.0,6.6,1.8,6.6,2,1,1,3,337.0,3,0,0,9,1,1.0,6.9,,8.0,6.8,9.2,1,1
S100429,20,MCA,7.39,6.5,6.8,6.6,3.6,8.4,5.6,4,0,0,1,366.0,5,0,2,0,2,2.0,4.4,5.6,5.2,8.1,5.0,0,5
S100430,25,BCA,7.08,5.6,8.8,3.7,7.3,2.1,3.5,7,1,1,1,142.0,4,2,2,2,2,1.0,7.2,9.2,4.8,4.3,5.3,0,5
S100431,24,M.Tech,9.31,3.7,2.4,4.0,4.5,6.0,5.8,7,1,1,2,192.0,2,0,0,3,5,2.0,7.6,7.4,3.3,6.4,4.5,1,2
S100432,21,B.Sc,7.99,5.6,4.9,8.2,3.4,4.9,4.9,3,0,0,1,285.0,2,0,0,5,3,4.0,6.7,6.8,4.5,4.4,5.9,0,5
S100433,23,MCA,8.15,4.6,7.5,7.8,4.7,5.8,4.3,3,1,1,3,378.0,2,0,1,2,0,1.0,5.1,8.3,3.8,5.6,6.4,1,2
S100434,22,B.Tech,6.66,3.4,8.9,5.6,6.5,8.3,10.0,7,1,1,4,152.0,3,0,1,4,2,2.0,2.7,7.1,3.1,7.9,4.4,1,0
S100435,23,B.Tech,6.6,5.1,6.3,4.6,5.2,5.7,1.6,2,0,0,0,,5,0,0,3,1,2.0,5.1,10.0,5.8,1.8,8.7,0,5
S100436,25,B.Tech,7.53,4.6,5.2,7.7,5.9,3.3,7.1,2,1,0,2,93.0,3,1,3,4,1,7.0,4.2,6.5,4.6,4.3,4.3,0,5
S100437,25,B.Tech,7.66,7.6,7.3,3.5,7.2,6.9,3.1,4,1,1,0,,3,0,1,5,1,5.0,3.9,8.6,7.0,5.6,6.8,0,5
S100438,21,M.Tech,5.83,7.6,7.5,6.3,8.0,3.1,5.3,2,1,0,0,,2,0,1,7,0,1.0,5.0,7.3,4.8,6.7,5.9,0,5
S100439,25,B.Sc,7.34,4.9,5.1,10.0,5.2,4.9,10.0,2,0,0,0,,7,3,3,1,1,3.0,6.5,7.3,5.7,8.2,8.3,1,4
S100440,22,MCA,7.51,6.0,6.5,5.9,3.7,1.7,2.9,2,2,1,0,,4,1,2,3,0,3.0,4.3,5.8,5.7,2.9,4.2,0,5
S100441,24,B.Tech,7.31,3.2,8.2,3.9,6.0,2.2,3.4,2,0,0,2,382.0,1,0,0,1,0,2.0,2.8,5.9,6.3,8.5,6.9,0,5
S100442,24,M.Tech,6.77,5.6,9.6,6.3,6.7,4.6,5.0,1,1,1,0,,4,2,3,6,1,3.0,3.6,7.4,3.8,6.9,10.0,1,0
S100443,22,B.Tech,7.01,7.2,7.3,4.6,2.9,5.3,3.1,3,1,0,2,215.0,2,0,1,4,2,,8.9,4.9,7.3,5.6,2.9,0,5
S100444,22,B.Tech,7.34,8.0,5.9,2.7,4.0,0.8,6.9,3,1,0,2,103.0,2,1,1,3,2,3.0,6.6,5.5,3.1,3.4,4.0,0,5
S100445,22,M.Tech,7.58,5.2,5.7,6.9,4.4,5.6,3.8,1,1,1,0,,2,0,0,2,0,4.0,3.6,6.5,5.6,5.0,10.0,0,5
S100446,25,BCA,8.04,8.4,6.9,7.7,5.4,2.7,6.4,0,0,0,3,2.0,6,1,2,3,1,3.0,8.1,8.7,3.1,7.8,5.5,1,1
S100447,22,B.Sc,8.47,3.8,5.6,4.9,4.3,7.3,2.1,3,2,1,0,,4,1,3,9,1,1.0,5.0,6.6,5.3,6.0,6.0,1,3
S100448,21,B.Tech,7.24,4.3,6.2,4.7,7.2,3.7,1.0,2,2,0,2,363.0,2,0,0,2,1,1.0,10.0,6.6,7.3,5.7,5.1,0,5
S100449,22,B.Sc,7.09,7.8,3.7,3.6,2.6,2.0,4.5,1,1,0,3,396.0,3,1,2,3,2,0.0,6.0,,6.6,4.3,9.1,0,5
S100450,21,B.Tech,7.89,9.5,8.4,5.2,2.6,4.7,1.5,1,0,0,2,343.0,1,0,1,3,1,0.0,6.6,9.6,7.6,7.3,2.6,0,5
S100451,22,MCA,8.05,7.4,3.5,4.4,5.1,2.5,8.3,5,1,0,4,245.0,4,2,4,3,0,0.0,7.2,8.5,4.9,,8.3,1,4
S100452,20,M.Tech,7.11,6.4,4.9,3.5,5.4,7.3,1.6,2,0,0,1,461.0,2,0,0,2,2,0.0,8.5,8.7,7.3,5.6,2.8,1,3
S100453,20,B.Tech,8.21,2.5,6.0,9.3,2.9,4.5,2.7,4,1,0,2,118.0,1,0,0,6,3,3.0,4.6,3.9,4.1,5.8,2.7,0,5
S100454,24,B.Tech,8.38,2.9,9.8,6.4,4.6,4.2,5.9,0,0,0,3,71.0,5,0,2,0,5,3.0,8.3,7.1,4.6,4.8,3.6,0,5
S100455,20,B.Tech,8.66,6.7,5.0,6.6,5.0,5.8,3.7,2,0,0,1,314.0,3,0,1,3,3,0.0,4.3,4.8,5.8,4.5,5.5,0,5
S100456,23,BCA,9.1,5.9,4.5,7.3,5.0,2.3,1.7,3,3,0,1,160.0,1,0,0,3,6,2.0,4.8,,7.2,3.3,4.4,1,2
S100457,24,B.Tech,6.72,4.5,4.7,7.0,6.1,1.7,9.5,1,0,0,1,235.0,3,1,1,4,2,2.0,5.5,7.1,4.4,4.9,4.3,0,5
S100458,24,M.Tech,7.51,6.6,9.1,4.7,4.5,5.4,2.8,1,1,1,1,228.0,1,0,0,3,3,3.0,7.3,7.4,6.9,2.8,3.9,1,0
S100459,22,B.Sc,7.51,6.7,0.2,6.0,8.8,2.1,4.6,1,1,1,4,132.0,4,1,1,3,1,2.0,4.8,5.2,6.0,6.9,4.0,0,5
S100460,21,B.Sc,7.41,8.2,3.8,5.0,6.8,2.1,4.5,4,2,0,0,,3,0,1,4,4,1.0,8.8,4.6,6.2,4.8,3.9,1,2
S100461,25,B.Tech,6.92,6.7,10.0,6.4,4.2,6.3,6.6,2,2,0,0,,1,0,0,0,3,,8.2,5.3,3.8,5.3,6.3,1,0
S100462,25,BCA,6.16,8.7,7.0,6.2,6.0,5.7,6.0,4,1,1,2,335.0,2,0,1,6,3,2.0,5.6,7.1,4.7,5.9,4.5,1,4
S100463,23,B.Tech,7.58,6.5,3.6,4.7,6.0,1.7,3.2,2,0,0,3,80.0,2,1,2,2,2,1.0,3.6,6.1,5.3,4.6,0.5,0,5
S100464,20,B.Sc,6.81,6.3,5.7,2.8,8.2,3.1,4.3,2,2,0,4,495.0,1,0,0,5,3,4.0,7.5,7.0,6.2,3.9,5.7,1,2
