student_id,age,gender,cgpa,attendance_percentage,backlogs,coding_score,aptitude_score,communication_score,technical_score,projects_count,major_projects,internships_count,internship_months,certifications_count,hackathons_participated,hackathons_won,coding_platform_score,github_projects,linkedin_score,resume_score,soft_skills_score,leadership_score,extracurricular_score,training_hours,mock_interview_score,preferred_domain,placed
STU109934,22,Male,8.02,68.2,1,24.7,56.9,40.0,62.6,3,0,0,0.3,1,1,0,351,3,44.6,66.9,65.3,61.0,50.7,42.9,58.8,Software Development,1
STU105528,22,Other,7.41,70.9,0,40.1,53.6,60.6,24.3,2,0,0,0.2,0,0,0,488,3,52.3,56.5,68.2,49.5,76.9,29.9,63.0,Business Analytics,1
STU109482,21,Male,5.63,94.4,0,24.2,34.9,40.1,66.2,2,1,2,7.0,1,0,0,718,1,61.9,39.5,61.8,48.3,62.1,14.8,72.9,Cloud Computing,0
STU107424,22,Male,7.89,77.6,0,39.9,65.9,56.9,58.5,4,1,1,3.8,2,2,0,834,6,56.3,73.7,67.2,27.7,82.9,30.3,66.1,Software Development,0
STU102565,23,Male,6.64,83.4,0,21.0,58.4,71.3,44.9,2,1,2,4.0,2,0,0,586,3,93.5,52.0,75.1,65.9,75.0,20.3,,Data Science,0
STU103614,21,Male,7.97,67.9,0,56.1,69.6,43.5,46.8,1,1,2,6.5,2,3,0,556,1,70.2,60.3,66.1,62.1,59.0,106.9,63.5,Data Science,0
STU103591,22,Male,8.16,96.3,1,76.4,99.8,32.2,72.6,3,0,0,1.2,1,1,0,919,2,82.1,72.0,49.7,46.1,50.8,38.6,87.1,AI/ML,0
STU106796,24,Female,9.37,76.8,0,71.3,50.5,53.7,71.9,2,2,1,4.3,2,0,0,791,3,,65.6,65.7,85.0,41.9,15.6,72.4,AI/ML,0
STU105366,24,Female,8.78,75.9,2,59.2,79.1,60.3,68.3,1,0,0,0.6,2,1,0,935,0,71.5,65.4,74.7,41.9,54.9,18.6,75.0,Cloud Computing,0
STU109338,21,Female,7.52,66.8,0,67.2,58.5,66.4,54.6,0,0,1,6.9,2,0,0,534,0,69.5,65.1,77.2,62.2,27.6,86.0,79.4,Business Analytics,0
STU108295,22,Female,5.67,79.3,1,15.0,52.4,51.2,36.5,2,1,1,4.9,1,2,1,263,2,80.7,56.0,75.0,50.0,78.1,45.0,69.7,AI/ML,0
STU100863,22,Male,7.36,87.4,0,,54.6,,59.7,1,1,1,3.6,0,1,1,846,3,63.3,61.1,56.7,63.0,94.4,67.9,73.4,AI/ML,0
STU106113,22,Male,8.1,88.7,0,71.2,43.6,77.5,51.6,4,2,0,0.0,2,0,0,878,3,,77.0,65.3,52.4,52.4,37.9,56.8,Data Science,1
STU108786,22,Male,8.25,82.8,0,71.8,36.0,62.9,58.2,2,2,1,6.1,3,1,0,428,2,67.8,65.8,69.7,48.1,59.8,44.3,80.1,AI/ML,0
STU102999,23,Female,7.56,71.3,0,57.2,71.3,65.6,46.0,2,1,4,13.7,1,0,0,553,1,56.8,70.6,95.8,59.4,33.1,,75.7,Cloud Computing,0
STU104475,21,Male,7.04,69.6,1,52.7,55.7,69.6,55.0,2,1,0,0.0,1,1,1,903,1,44.2,44.8,75.1,56.6,46.0,104.0,72.9,Software Development,0
STU106502,23,Female,7.29,73.6,2,68.2,77.7,51.3,64.6,5,2,1,5.5,0,2,0,791,4,69.7,,60.6,52.0,52.8,26.1,76.8,Cyber Security,0
STU103087,20,Male,7.8,73.2,0,32.8,63.0,59.0,81.2,4,1,1,4.4,1,3,0,753,3,54.5,66.8,75.4,52.4,59.5,11.5,99.5,Data Science,0
STU102372,21,Female,6.68,73.1,0,52.3,40.8,51.1,32.3,5,3,2,8.9,2,1,0,788,5,55.1,69.0,68.6,44.4,77.5,36.9,75.9,Business Analytics,0
STU108985,22,Female,6.47,78.9,0,42.1,47.7,22.9,73.7,2,1,2,7.1,3,4,0,296,1,65.9,56.1,63.6,65.4,40.0,21.0,70.1,Software Development,1
STU103092,21,Male,7.98,81.6,0,,96.1,60.7,73.8,3,3,4,17.1,2,2,0,1133,4,87.9,55.1,82.3,52.1,47.1,30.1,78.8,AI/ML,0
STU105429,23,Female,8.06,71.7,0,44.2,64.6,87.4,42.4,5,1,2,5.3,1,0,0,552,6,67.2,64.5,76.6,76.9,100.0,56.1,67.0,Software Development,0
STU105201,22,Male,6.8,87.0,0,15.0,51.2,55.5,67.1,5,3,0,0.0,3,0,0,674,4,46.5,63.6,60.0,44.7,79.5,68.2,83.6,Data Science,1
STU103390,21,Other,6.8,77.6,1,31.8,43.0,61.9,37.2,2,1,1,3.3,1,2,0,399,1,44.3,58.4,70.4,64.2,53.0,48.0,79.6,Business Analytics,0
STU108403,21,Female,9.13,92.6,1,90.2,69.0,48.3,48.5,3,1,1,1.7,2,1,0,1400,2,61.0,55.1,68.3,60.4,68.0,48.7,51.5,Software Development,0
STU100316,21,Male,7.92,89.8,0,64.2,63.9,31.4,52.6,6,3,1,4.8,6,1,0,636,7,73.7,70.0,67.6,39.5,39.0,70.7,58.6,Data Science,1
STU100555,22,Male,6.01,93.3,0,39.2,49.1,66.7,44.6,3,3,1,3.6,3,0,0,576,5,86.0,60.4,67.7,52.1,22.9,19.7,,AI/ML,0
STU101580,22,Other,5.95,76.0,0,56.3,65.2,76.4,15.0,2,0,0,1.2,1,1,0,651,3,40.5,42.8,80.9,50.5,29.9,30.9,69.6,Software Development,0
STU107736,21,Male,6.52,,0,,75.4,61.1,27.8,0,0,1,2.7,1,1,0,600,3,57.8,55.4,72.4,53.1,84.7,118.4,77.7,AI/ML,0
STU107414,23,Male,8.2,76.7,0,59.7,70.0,68.8,72.5,2,0,0,0.0,2,1,0,589,4,58.0,58.7,67.3,69.2,41.7,,,Business Analytics,0
STU106821,22,Male,9.71,85.8,2,71.2,69.0,61.0,65.8,3,1,0,0.0,1,2,0,792,2,62.6,67.6,66.2,45.0,53.7,94.5,85.3,Software Development,1
STU106429,23,Male,8.0,86.6,2,55.3,68.9,65.6,48.6,5,3,0,0.0,2,0,0,831,6,46.6,49.7,81.6,53.4,65.1,73.2,86.6,Business Analytics,0
STU102200,21,Female,7.5,82.7,0,33.1,59.1,74.8,54.8,2,0,0,1.3,3,2,1,749,2,62.7,61.8,68.9,61.6,59.7,26.6,,Cloud Computing,1
STU103382,22,Male,5.59,83.7,1,36.1,58.0,34.0,55.4,0,0,0,0.0,1,1,1,893,0,73.3,53.4,57.8,71.8,71.0,38.6,50.1,Data Science,1
STU104420,23,Male,7.49,84.3,1,64.6,62.0,54.2,35.7,3,2,0,0.0,2,2,0,884,5,49.5,61.9,68.7,66.6,41.2,41.6,79.0,Data Science,1
STU104634,20,Male,7.09,71.3,0,50.2,54.6,74.4,41.6,1,0,1,4.8,4,0,0,571,1,68.5,57.2,73.1,50.2,29.2,76.7,47.6,Software Development,1
STU109307,22,Male,7.74,61.1,1,61.8,63.7,62.7,46.1,1,0,1,2.8,0,0,0,986,1,56.8,64.3,66.1,37.6,73.9,30.0,77.5,Software Development,1
STU109696,22,Female,8.61,,0,77.0,67.6,51.6,48.8,4,1,0,1.7,2,2,0,940,4,45.4,49.3,72.3,37.1,52.0,64.8,74.0,Data Science,0
STU106299,23,Female,6.89,96.0,0,59.8,48.2,45.3,60.7,3,2,2,6.7,1,1,0,659,2,62.4,42.2,74.9,44.1,53.0,76.5,63.3,Cyber Security,1
STU103779,22,Female,7.26,81.6,1,74.7,43.2,64.2,47.9,3,1,3,9.4,1,2,0,856,5,75.7,80.2,82.6,55.9,31.4,69.2,59.9,Software Development,0
STU109624,22,Female,8.0,73.3,0,64.4,51.3,41.9,70.7,2,1,1,6.2,0,1,0,1005,2,,,64.0,55.9,38.2,50.8,79.0,Cloud Computing,0
STU103447,21,Male,8.45,90.9,0,25.2,52.5,25.9,90.3,4,3,1,,2,1,0,846,3,61.2,83.6,46.1,40.8,36.4,26.1,59.0,Software Development,0
STU107700,22,Female,6.7,81.4,0,33.8,30.6,33.8,47.2,3,2,1,3.9,0,0,0,686,3,49.3,66.6,79.1,69.9,60.4,36.8,82.6,Data Science,0
STU104789,24,Female,6.29,71.8,0,47.6,52.5,81.8,60.0,3,2,0,0.3,2,2,0,586,3,77.2,47.5,88.7,55.2,25.2,14.0,89.3,Data Science,1
STU101845,20,Male,7.05,86.6,2,53.6,45.4,57.5,57.1,0,0,3,8.1,4,3,0,916,1,77.7,51.9,66.3,59.6,24.8,9.3,74.5,AI/ML,0
STU104672,21,Female,6.46,81.6,0,58.8,67.9,44.7,29.3,1,1,3,9.6,3,1,0,497,0,,49.6,76.6,45.7,58.4,41.7,71.8,Cyber Security,0
STU103085,21,Female,7.62,82.6,1,40.5,48.3,75.7,50.1,3,1,1,3.8,5,0,0,629,3,44.8,64.3,80.1,31.7,36.4,44.3,74.5,AI/ML,0
STU102713,22,Male,6.08,65.5,0,40.1,17.2,63.6,34.1,2,0,1,6.3,4,5,2,880,3,62.8,56.4,85.7,71.6,48.9,35.7,,AI/ML,0
STU108523,22,Male,7.85,88.9,1,61.0,82.1,83.2,58.4,5,1,1,6.3,2,4,0,799,6,62.6,64.8,78.4,62.2,63.6,16.7,74.0,Data Science,0
STU106180,21,Female,6.85,,0,39.8,40.3,58.0,34.5,5,0,1,5.2,2,1,0,584,5,58.0,64.4,86.7,57.8,51.4,32.5,45.5,Cloud Computing,0
STU108343,20,Female,5.92,90.5,0,63.1,15.0,74.2,44.5,2,1,1,4.3,2,1,0,453,2,61.3,73.2,66.6,40.1,71.2,105.5,80.6,AI/ML,0
STU102866,20,Male,8.03,83.8,0,54.0,63.3,57.2,51.9,4,1,0,1.5,1,2,0,922,3,62.6,50.1,61.8,73.4,45.3,28.5,64.9,Data Science,0
STU108814,22,Male,8.09,90.8,1,49.2,,90.3,80.0,3,1,0,0.0,4,0,0,607,3,60.0,61.7,70.8,41.0,66.6,99.8,100.0,Software Development,0
STU103866,20,Male,7.88,85.9,2,46.5,53.6,100.0,73.0,2,2,3,15.6,1,0,0,259,1,58.8,43.4,90.2,63.4,58.1,86.2,81.5,Data Science,0
STU106457,22,Male,5.68,83.0,0,36.7,50.8,69.2,43.4,5,2,1,4.0,3,0,0,732,6,76.5,80.8,71.3,54.0,34.7,36.9,64.1,Data Science,0
STU100851,21,Male,7.11,69.4,0,70.3,49.8,60.7,58.6,3,1,0,0.2,1,0,0,766,2,58.4,55.6,62.7,39.5,60.9,66.4,88.8,Software Development,0
STU102137,22,Female,7.8,,2,68.3,47.2,76.4,78.2,3,2,1,,1,1,1,1141,3,39.6,68.7,91.5,72.8,52.7,57.6,98.1,Software Development,0
STU104892,20,Male,7.08,79.8,0,51.2,53.9,46.6,52.5,3,0,1,,0,2,1,944,6,60.9,66.4,88.0,23.3,35.9,64.5,72.3,Software Development,0
STU103461,22,Male,7.27,72.3,0,58.2,50.8,52.6,79.7,4,0,1,6.1,4,0,0,798,5,68.3,69.0,66.3,44.0,53.6,55.7,96.0,Software Development,1
STU104514,21,Male,8.33,70.7,3,54.5,58.7,46.9,69.1,3,1,1,5.0,1,1,0,833,5,67.5,83.9,73.6,78.3,57.9,11.1,86.8,Business Analytics,0
STU103278,19,Male,7.66,79.2,0,46.8,66.2,58.8,70.1,4,3,0,0.0,6,2,0,787,4,46.9,72.6,62.0,49.3,33.5,,93.4,AI/ML,0
STU103741,20,Male,8.32,80.3,3,57.7,57.8,55.3,62.9,1,0,0,1.0,3,1,0,552,1,69.2,60.9,74.6,45.5,54.5,19.6,94.2,Data Science,0
STU103934,23,Female,7.15,75.3,0,39.3,60.5,56.0,60.5,4,0,0,0.8,4,1,0,711,3,60.2,,78.0,43.7,62.8,49.9,64.7,Software Development,0
STU101511,22,Male,6.91,84.5,1,44.4,43.3,60.5,45.8,5,3,0,0.0,2,0,0,1018,4,63.2,58.9,62.1,75.0,59.6,129.6,68.6,AI/ML,0
STU107677,21,Female,7.91,70.4,1,54.6,54.6,71.0,69.2,2,1,0,0.3,2,2,0,1168,2,66.2,61.6,73.0,50.9,68.6,38.7,79.0,AI/ML,1
STU103081,21,Male,6.31,70.3,0,46.9,35.6,53.5,35.8,1,0,0,0.2,3,2,1,746,1,,61.1,74.2,91.0,55.5,35.3,67.5,Software Development,0
STU101639,22,Female,5.85,92.1,1,37.2,29.2,66.0,52.4,0,0,1,4.7,2,0,0,486,0,74.7,59.0,64.8,71.6,75.7,28.8,72.5,Software Development,0
STU104301,21,Female,7.2,84.1,0,52.9,47.2,58.5,35.3,3,2,0,0.0,0,0,0,671,4,,65.0,71.2,43.7,84.7,68.0,67.3,AI/ML,0
STU108625,20,Male,8.29,76.8,0,70.2,51.1,74.3,70.2,6,2,2,7.9,4,1,0,1050,6,83.1,79.2,73.3,41.7,73.3,24.5,75.6,Cloud Computing,0
STU109474,23,Female,9.1,87.3,0,72.5,49.4,77.7,56.4,2,1,1,2.9,1,0,0,1105,4,61.1,57.6,69.5,57.3,74.7,24.2,74.9,Software Development,1
STU108033,22,Male,7.34,89.1,1,34.1,62.7,63.4,66.8,2,0,1,3.6,0,1,0,925,2,65.9,60.5,79.6,40.5,48.6,47.1,89.1,Cyber Security,1
STU100971,21,Male,8.95,82.2,0,63.7,,63.7,99.8,5,2,0,0.0,1,0,0,278,7,78.0,71.5,76.0,18.6,72.4,55.4,72.7,Cyber Security,0
STU102356,19,Female,7.62,65.9,2,29.3,66.1,71.5,53.2,2,2,0,0.3,3,1,0,761,2,69.7,55.4,75.9,57.7,51.3,24.0,100.0,Software Development,0
STU106233,22,Female,7.88,88.3,0,32.3,61.9,62.4,66.7,2,1,1,4.5,3,0,0,541,1,73.0,65.3,77.0,31.6,63.2,94.3,74.8,Software Development,0
STU103580,20,Female,7.27,71.1,1,62.0,20.1,77.8,47.4,4,2,1,6.0,2,1,0,721,3,65.7,74.9,85.8,46.6,60.6,49.3,72.4,Data Science,0
STU103459,21,Male,7.28,77.7,1,55.1,57.2,58.6,66.7,1,0,0,,0,2,0,623,0,43.2,50.8,68.5,58.1,27.2,157.4,68.0,Data Science,0
STU108700,20,Female,7.24,84.2,0,56.0,66.8,51.5,27.0,2,0,0,0.0,3,3,1,656,1,80.9,60.1,66.4,85.9,64.7,33.6,56.0,Data Science,1
STU107294,22,Female,8.18,74.5,1,71.4,57.2,,66.7,4,1,1,6.5,2,1,0,757,4,71.4,72.2,74.7,34.5,53.7,68.5,85.2,Business Analytics,1
STU104359,21,Female,7.19,84.3,1,66.3,69.0,51.9,40.8,6,4,0,0.0,2,1,0,526,5,70.2,85.1,71.0,65.7,70.7,76.1,,Software Development,0
STU107720,20,Male,7.92,77.7,0,64.2,67.7,57.0,24.2,3,1,1,4.2,1,3,1,1066,4,62.5,54.0,62.4,45.8,84.8,20.8,79.5,AI/ML,0
STU108161,21,Male,6.87,81.1,0,26.1,63.5,72.3,47.3,4,2,3,12.1,3,0,0,544,4,62.2,57.5,78.4,63.5,37.1,9.6,81.0,Cloud Computing,0
STU106115,22,Other,7.26,69.6,2,44.8,33.4,75.5,23.2,4,2,0,1.3,1,0,0,614,3,44.9,67.2,74.9,57.1,51.2,90.4,72.6,Business Analytics,0
STU105196,23,Female,8.76,78.7,0,40.7,75.2,33.1,73.9,5,2,2,6.6,4,1,0,598,4,70.8,78.7,69.4,88.1,68.3,10.9,73.0,AI/ML,1
STU101375,22,Male,7.34,65.3,0,51.6,56.5,53.6,55.6,2,1,2,7.7,5,1,0,692,6,59.8,74.2,70.6,45.7,28.4,83.9,80.7,Data Science,0
STU101635,22,Male,7.45,80.0,3,37.6,27.2,43.6,53.9,2,1,1,3.7,3,1,1,854,2,72.1,52.0,,36.7,36.0,77.5,66.8,Software Development,0
STU105768,24,Male,9.59,,1,85.3,79.9,70.7,61.9,6,2,0,0.8,0,1,0,813,6,62.2,77.3,75.5,61.1,46.1,40.4,76.5,Software Development,0
STU101141,24,Male,7.33,93.5,0,51.3,55.7,53.1,54.2,4,2,1,5.0,1,0,0,745,4,67.2,65.9,64.7,43.0,71.2,64.6,54.7,Software Development,0
STU100990,21,Male,7.38,,0,49.4,44.2,45.7,41.1,3,2,3,16.0,1,0,0,959,3,82.0,45.7,76.9,64.7,79.7,54.1,65.8,Data Science,1
STU100521,21,Female,6.76,77.8,1,58.3,49.6,47.9,43.8,4,2,0,0.0,4,0,0,888,3,61.8,85.3,59.4,61.2,55.5,64.6,61.2,AI/ML,0
STU108245,22,Female,6.72,80.5,0,27.0,39.1,87.3,56.6,6,1,1,4.1,2,2,0,276,7,64.0,84.3,77.4,69.6,50.5,34.0,87.3,Cyber Security,0
STU101318,22,Female,9.07,75.3,0,76.9,92.9,72.2,35.2,2,0,2,9.2,1,2,1,1045,3,55.7,58.6,58.6,64.0,25.2,56.6,81.8,Software Development,0
STU109692,23,Female,6.82,73.4,0,54.2,35.1,54.9,34.8,6,1,1,4.3,3,0,0,918,7,73.4,74.8,71.3,55.5,75.1,27.9,60.4,AI/ML,1
STU103568,20,Female,8.39,82.0,0,65.7,80.3,57.0,35.6,3,1,0,0.9,1,0,0,596,3,37.6,59.8,65.8,42.7,68.3,147.2,65.7,Software Development,1
STU102754,22,Male,8.45,75.5,1,90.6,59.7,32.6,44.9,1,0,0,1.6,4,3,1,870,0,56.9,61.9,59.8,68.6,60.3,38.6,49.1,Software Development,0
STU101032,22,Male,6.21,90.2,2,35.7,60.1,79.1,39.6,1,1,2,7.8,2,1,0,431,2,54.7,60.3,75.1,25.0,50.2,157.0,79.6,Data Science,0
STU104857,20,Male,8.22,80.5,1,83.7,60.8,57.8,71.9,2,1,2,8.8,1,2,0,1145,1,64.0,47.6,74.8,53.4,48.0,35.9,85.2,Cloud Computing,1
STU109893,21,Male,7.68,78.4,0,61.9,27.9,47.9,77.5,2,0,1,4.5,5,1,0,1034,3,82.9,59.4,55.1,60.7,83.6,99.7,62.0,Data Science,0
STU108981,22,Male,8.23,83.0,0,40.6,70.7,73.9,56.1,5,0,0,1.4,3,3,0,872,5,66.7,75.3,79.0,43.2,46.6,67.2,90.3,Data Science,0
STU100535,20,Female,7.8,81.2,0,62.7,41.6,57.7,46.8,4,1,0,1.0,2,4,0,1234,3,80.2,64.1,78.0,56.6,60.7,79.4,58.0,Software Development,0
STU104701,23,Female,8.18,93.3,0,58.7,78.7,58.5,77.9,3,1,0,0.0,3,1,0,564,3,60.8,78.9,67.0,51.6,94.3,29.8,80.9,AI/ML,0
STU101769,21,Male,7.68,72.6,0,66.2,56.6,69.8,38.9,4,1,0,0.0,2,1,0,358,4,62.1,49.9,73.4,46.1,58.7,74.6,84.6,Business Analytics,1
STU102820,23,Male,6.75,87.5,1,57.5,44.2,35.3,59.0,2,0,0,0.4,2,0,0,1112,2,46.9,48.6,80.3,56.5,61.1,115.6,62.7,Data Science,0
STU108065,22,Female,6.22,79.0,1,50.2,37.4,72.7,49.7,3,1,4,20.5,2,1,0,780,3,57.8,54.8,70.9,44.9,34.5,21.7,78.5,Cyber Security,0
STU105693,21,Female,7.32,63.4,0,45.2,44.5,60.9,58.5,3,1,2,5.5,2,2,0,810,2,45.4,64.9,80.1,62.9,76.4,47.8,62.0,Software Development,1
STU103842,22,Male,6.74,95.8,1,34.3,36.2,66.7,63.5,3,1,0,0.8,1,4,0,729,2,42.5,70.0,85.9,45.1,76.6,38.4,72.6,Business Analytics,0
STU108138,22,Male,7.84,75.8,0,49.1,80.2,46.7,53.4,1,0,0,2.0,3,0,0,699,2,54.8,59.6,67.3,75.0,67.9,44.2,79.0,Business Analytics,0
STU103144,22,Female,7.07,100.0,1,62.3,65.7,70.0,52.3,4,0,3,11.7,1,1,0,705,3,89.5,64.5,80.0,74.0,41.1,50.9,72.7,Data Science,0
STU105226,22,Male,7.45,90.2,1,48.4,72.3,75.5,49.5,3,0,4,16.5,2,0,0,895,3,67.9,62.3,93.4,67.6,71.2,36.3,65.6,Data Science,0
STU106851,23,Female,6.99,97.3,1,45.9,47.5,82.6,27.1,1,0,0,0.0,0,1,0,412,0,55.5,43.6,67.0,28.7,65.9,44.8,71.7,Software Development,0
STU107611,22,Female,8.14,87.4,0,63.7,56.4,41.2,41.7,2,2,0,0.3,2,2,1,571,3,66.7,58.0,70.4,69.1,63.0,82.2,70.3,Business Analytics,0
STU105026,19,Male,6.11,78.1,0,57.4,54.4,65.6,51.6,1,0,0,0.2,2,1,0,632,1,52.9,45.6,68.8,40.3,35.9,45.2,78.7,Data Science,0
STU101982,21,Male,8.91,82.9,2,65.6,80.1,56.9,80.5,2,2,2,7.2,2,1,0,985,1,73.1,70.3,75.5,47.3,37.6,39.4,91.0,Software Development,1
STU107805,20,Female,7.94,86.0,1,74.6,52.5,88.8,60.3,4,0,0,0.0,1,0,0,917,5,69.2,71.9,86.6,27.7,71.0,69.5,73.9,Cloud Computing,0
STU103683,22,Male,6.27,76.7,0,17.1,55.7,71.3,45.3,2,1,2,8.7,0,1,0,202,2,60.3,36.6,73.0,57.6,81.2,56.0,,Data Science,0
STU106971,22,Male,8.16,93.4,1,65.0,60.0,80.1,64.7,4,2,2,6.7,1,1,0,873,4,82.4,75.6,79.9,33.6,50.9,32.6,82.6,Software Development,0
STU108743,20,Male,6.97,94.6,0,20.4,42.6,58.8,41.7,4,1,2,8.2,4,2,0,565,4,60.0,78.4,65.0,75.4,69.1,24.8,88.8,Data Science,0
STU103308,22,Female,8.92,88.6,0,67.3,53.4,25.3,71.8,2,0,0,1.0,4,1,0,824,3,61.5,63.8,67.2,47.3,82.0,16.1,78.1,Business Analytics,0
STU105520,21,Male,7.44,90.4,0,49.5,48.4,40.8,47.7,1,1,2,6.4,3,1,0,494,1,86.9,53.5,77.0,48.1,45.9,26.7,59.9,AI/ML,0
STU105130,22,Female,7.56,86.2,3,56.4,100.0,55.9,54.0,1,0,2,7.1,1,3,0,1046,2,63.4,55.2,67.9,62.2,10.0,60.1,76.3,Cyber Security,0
STU100096,20,Female,6.12,81.9,3,34.8,30.0,42.1,51.4,2,0,0,0.0,2,3,0,761,6,43.8,66.2,77.7,66.2,59.7,64.3,67.4,AI/ML,0
STU108849,22,Female,9.24,89.0,0,80.2,70.3,68.0,76.2,1,0,1,4.6,1,0,0,785,1,61.3,32.9,80.3,42.1,63.6,38.1,74.0,Data Science,0
STU102645,23,Female,7.0,89.3,0,34.0,59.7,26.4,67.0,2,0,2,5.5,1,0,0,460,2,78.9,43.7,63.1,59.7,64.2,68.5,61.2,Cloud Computing,0
STU104642,21,Female,6.94,70.7,1,44.6,61.4,47.4,58.7,0,0,2,6.0,2,0,0,487,0,47.8,46.3,46.8,47.1,26.4,,66.2,Data Science,1
STU100191,24,Male,7.99,100.0,0,38.2,84.3,59.5,64.3,2,1,1,3.5,3,0,0,126,3,74.1,59.3,81.3,56.2,54.7,,72.1,Business Analytics,0
STU100516,22,Male,7.55,88.1,0,66.1,41.9,40.8,46.2,0,0,0,0.0,2,1,0,824,0,57.9,44.2,72.6,28.3,65.1,102.5,65.7,Software Development,0
STU109916,21,Female,8.1,,1,74.9,69.9,48.9,71.6,6,1,0,0.2,4,3,2,942,5,67.5,73.9,50.1,62.0,73.2,62.4,64.4,Software Development,0
STU104930,23,Male,7.77,74.7,0,,62.4,56.2,61.8,2,0,1,2.2,1,1,0,340,1,67.5,63.3,61.5,25.1,64.0,69.2,70.6,Business Analytics,0
STU100713,21,Female,9.08,87.8,0,61.7,73.4,49.6,64.0,4,3,0,2.2,1,1,0,619,5,58.0,59.5,73.3,74.5,52.2,114.7,67.4,AI/ML,0
STU100381,22,Male,6.52,76.5,0,40.4,56.4,64.4,31.9,2,2,2,11.7,3,2,0,496,2,72.3,55.4,82.3,38.7,28.9,113.6,62.6,Business Analytics,0
STU101780,23,Male,5.26,82.7,1,27.6,40.3,51.3,55.2,4,2,0,0.0,2,2,0,1164,4,70.3,42.6,71.9,73.7,47.7,45.1,59.6,Software Development,0
STU108328,22,Female,7.07,93.4,0,48.1,51.8,,58.3,5,1,1,4.4,1,1,0,633,4,51.6,71.0,71.0,37.1,93.6,45.7,93.1,Cloud Computing,0
STU100956,23,Male,7.53,87.0,0,54.6,35.7,58.0,50.6,4,1,2,6.7,0,2,0,1007,4,70.8,51.7,66.6,73.0,39.4,27.1,77.2,Cyber Security,0
STU104212,22,Male,7.72,86.0,0,28.3,63.2,83.9,31.4,3,0,0,0.0,5,3,0,780,3,59.4,51.7,77.4,32.6,38.0,89.0,74.1,Data Science,0
STU106280,19,Female,5.69,72.8,0,56.5,33.1,30.9,55.1,4,2,2,6.6,1,0,0,170,4,52.7,54.2,,45.3,70.3,23.5,74.7,AI/ML,0
STU109361,21,Male,8.82,73.3,0,51.4,74.9,56.2,58.3,1,0,1,4.5,3,0,0,1067,1,77.4,42.6,79.5,71.7,61.9,57.5,68.7,AI/ML,0
STU104773,21,Male,7.1,88.3,0,76.1,30.8,57.7,75.4,4,2,0,2.2,2,1,0,1022,3,66.5,82.0,63.8,72.1,71.5,35.8,67.5,Cloud Computing,0
STU105380,23,Male,7.36,93.2,0,44.1,59.3,59.2,49.9,2,1,0,0.0,2,2,0,1009,2,54.9,84.8,73.3,41.2,49.6,98.5,73.8,Software Development,0
STU101002,21,Male,7.59,81.7,0,62.0,,57.5,61.9,1,0,2,6.8,3,4,0,886,0,50.7,66.9,56.4,73.5,77.1,24.0,63.8,Data Science,0
STU106587,23,Male,6.75,86.2,0,55.5,55.8,74.8,33.2,1,1,2,13.5,1,0,0,497,0,46.3,60.4,80.6,36.0,54.2,42.1,56.2,AI/ML,1
STU104292,20,Female,7.26,86.3,1,41.7,59.1,66.1,44.4,2,2,1,5.4,3,1,0,484,2,74.7,77.7,63.6,57.0,64.6,37.7,65.3,Cloud Computing,0
STU105132,22,Female,8.27,,1,59.5,63.2,49.4,43.7,1,1,1,4.0,2,0,0,352,0,64.3,52.1,81.6,54.0,52.9,14.1,60.9,Business Analytics,0
STU102096,23,Male,7.24,85.8,1,18.1,26.4,67.5,41.0,1,1,3,14.7,2,1,0,320,2,73.4,50.4,75.5,56.5,48.6,37.2,63.0,Software Development,0
STU102921,21,Female,7.44,85.6,0,,73.7,63.3,19.8,3,1,3,15.9,3,1,0,993,3,84.4,57.7,76.2,38.9,72.6,22.6,62.0,Software Development,0
STU104452,21,Female,6.52,71.2,0,41.0,30.3,49.8,30.2,1,0,0,0.0,3,0,0,920,3,64.7,64.5,76.8,41.9,19.1,20.2,66.3,Cloud Computing,0
STU109444,20,Male,7.55,86.7,1,79.4,79.6,75.5,71.7,1,0,1,4.7,2,2,0,713,1,72.8,54.0,69.4,74.2,59.2,74.4,89.6,Software Development,0
STU101658,20,Male,7.05,71.1,0,39.3,43.6,64.1,18.8,3,0,1,2.8,3,1,1,765,4,65.7,65.2,70.7,65.5,72.4,46.1,55.3,Cloud Computing,0
STU102069,22,Female,8.44,78.7,0,65.3,61.0,65.4,75.0,2,1,0,2.3,3,0,0,504,3,77.3,59.0,83.7,62.2,52.9,51.4,73.5,Business Analytics,0
STU104367,22,Female,7.86,85.3,0,23.7,72.8,70.2,78.0,1,0,1,4.8,3,3,1,477,2,75.4,57.9,71.7,73.2,78.1,180.0,78.8,Software Development,1
STU104545,22,Female,8.56,84.0,0,62.2,74.0,60.1,64.7,1,0,0,0.2,2,3,0,913,3,43.4,50.2,76.2,36.0,77.4,60.1,95.4,Data Science,0
STU100345,23,Male,6.61,72.7,2,26.2,66.1,62.7,,0,0,3,14.2,5,0,0,798,0,60.6,84.5,80.4,44.8,77.8,38.7,46.7,AI/ML,0
STU103662,22,Female,6.08,94.7,2,52.3,56.3,57.9,34.5,2,1,1,3.7,2,1,0,416,1,74.6,55.6,73.5,19.8,43.5,58.6,63.8,AI/ML,0
