age,cgpa,python_score,sql_score,statistics_score,ml_score,dl_score,genai_score,ml_projects,end_to_end_projects,deployed_projects,kaggle_competitions,best_competition_rank,hackathons_attended,hackathons_won,finalist_status,github_projects,internship_months,certifications,ml_interview_score,communication_score,dsa_score,resume_score,mock_interview_score,hackathon_win_rate,hackathon_finalist_rate,has_won_hackathon,deployment_rate,end_to_end_rate,has_deployed_project,has_competed_kaggle,competition_rank_missing,avg_core_skill_score,real_world_exposure,avg_interview_readiness,degree,job_ready,career_track,split
20,7.47,6.4,5.2,5.1,6.1,2.1,4.9,0,0,0,1,357.0,1,0,0,7,1,4.0,3.8,5.9,5.2,7.5,4.8,0.0,0.0,0,0.0,0.0,0,1,0,4.966666666666668,1,5.4399999999999995,B.Tech,1,4,train
25,7.61,4.3,4.5,2.0,5.9,4.2,2.5,0,0,0,1,335.0,5,2,5,2,2,1.0,4.8,5.7,6.2,2.1,8.0,0.4,1.0,1,0.0,0.0,0,1,0,3.9000000000000004,2,5.36,M.Tech,0,5,train
20,7.31,7.0,4.2,7.1,5.0,4.1,7.0,3,2,0,1,418.0,4,0,1,5,3,4.0,4.7,6.7,6.1,6.1,3.6,0.0,0.25,0,0.0,0.6666666666666666,0,1,0,5.733333333333333,5,5.44,MCA,1,4,train
21,7.24,4.3,6.2,4.7,7.2,3.7,1.0,2,2,0,2,363.0,2,0,0,2,1,1.0,10.0,6.6,7.3,5.7,5.1,0.0,0.0,0,0.0,1.0,0,1,0,4.516666666666667,3,6.94,B.Tech,0,5,train
20,7.53,10.0,4.9,0.3,4.6,0.9,3.8,2,0,0,2,136.0,5,0,2,7,2,4.0,4.1,7.6,1.7,6.9,2.7,0.0,0.4,0,0.0,0.0,0,1,0,4.083333333333333,2,4.6,B.Sc,0,5,train
25,7.8,6.5,7.9,10.0,8.7,5.6,6.9,1,1,1,2,338.0,5,2,3,2,1,3.0,1.9,7.1,6.1,7.0,6.2,0.4,0.6,1,1.0,1.0,1,1,0,7.599999999999999,4,5.66,M.Tech,1,1,train
22,9.05,5.9,2.9,4.6,5.5,2.9,8.2,2,1,0,2,330.0,3,0,2,2,4,2.0,7.4,8.1,3.7,9.1,5.6,0.0,0.6666666666666666,0,0.0,0.5,0,1,0,4.999999999999999,5,6.779999999999999,B.Tech,0,5,train
23,5.36,7.8,4.9,2.6,9.7,7.4,7.8,2,0,0,1,47.0,4,0,1,2,4,2.0,5.6,6.3,5.3,7.6,2.6,0.0,0.25,0,0.0,0.0,0,1,0,6.699999999999999,4,5.4799999999999995,B.Tech,0,5,train
25,7.12,7.7,4.7,3.5,8.2,5.4,5.9,2,0,0,0,,7,1,4,5,4,3.0,5.5,7.9,4.7,4.4,9.2,0.14285714285714285,0.5714285714285714,1,0.0,0.0,0,0,1,5.8999999999999995,4,6.34,B.Sc,1,3,train
20,8.03,4.0,5.8,7.8,4.1,6.4,4.5,2,0,0,4,55.0,0,0,0,2,2,3.0,8.3,6.3,7.7,5.1,5.3,0.0,0.0,0,0.0,0.0,0,1,0,5.433333333333334,2,6.539999999999999,B.Tech,0,5,train
24,8.12,7.1,5.9,0.5,6.2,4.0,6.3,5,1,0,0,,2,0,0,6,1,3.0,6.4,7.5,3.3,7.6,3.8,0.0,0.0,0,0.0,0.2,0,0,1,5.0,2,5.72,B.Tech,0,5,train
20,7.93,8.3,8.5,6.4,4.6,2.8,3.9,1,0,0,1,346.0,3,0,0,4,1,0.0,5.6,4.2,4.6,8.3,6.9,0.0,0.0,0,0.0,0.0,0,1,0,5.750000000000001,1,5.92,B.Tech,0,5,train
25,8.67,6.9,6.4,4.3,5.4,2.0,10.0,1,1,1,0,,4,2,3,3,0,,6.3,5.7,9.1,10.0,2.2,0.5,0.75,1,1.0,1.0,1,0,1,5.833333333333333,3,6.660000000000001,MCA,1,4,train
20,7.88,10.0,8.7,8.9,7.0,3.7,10.0,2,0,0,2,106.0,5,1,2,2,3,7.0,5.7,,6.9,6.6,7.0,0.2,0.4,1,0.0,0.0,0,1,0,8.05,3,6.550000000000001,B.Tech,1,1,train
25,7.2,7.9,6.3,7.8,1.8,6.8,5.4,3,2,1,4,232.0,1,0,0,4,3,1.0,4.9,6.0,5.6,6.7,9.0,0.0,0.0,0,0.5,0.6666666666666666,1,1,0,6.0,7,6.44,B.Tech,1,0,train
25,6.53,5.0,6.5,7.8,7.2,6.9,5.3,3,1,1,0,,5,0,2,5,1,5.0,6.1,8.2,2.7,4.7,5.0,0.0,0.4,0,1.0,0.3333333333333333,1,0,1,6.449999999999999,4,5.34,MCA,1,3,train
21,7.44,2.3,3.1,5.7,3.3,4.1,3.6,3,1,1,2,179.0,2,0,1,3,2,3.0,3.7,7.6,4.9,8.4,5.9,0.0,0.5,0,1.0,0.3333333333333333,1,1,0,3.6833333333333336,5,6.1,B.Tech,1,2,train
22,8.21,7.6,3.1,9.9,4.1,3.1,5.8,4,2,0,0,,3,0,1,6,1,6.0,3.2,,4.4,7.3,4.5,0.0,0.3333333333333333,0,0.0,0.5,0,0,1,5.6000000000000005,3,4.85,B.Tech,0,5,train
22,7.71,4.8,4.9,3.8,4.9,7.2,4.3,6,0,0,1,186.0,1,0,1,1,1,2.0,4.4,5.8,7.9,7.6,3.9,0.0,1.0,0,0.0,0.0,0,1,0,4.983333333333333,1,5.92,B.Tech,0,5,train
22,6.52,6.0,4.9,10.0,7.7,5.5,2.7,6,1,0,5,409.0,0,0,0,3,2,2.0,5.0,8.7,8.5,9.6,3.3,0.0,0.0,0,0.0,0.16666666666666666,0,1,0,6.133333333333333,3,7.019999999999999,B.Tech,1,1,train
24,7.58,6.3,3.5,6.4,5.9,3.2,0.9,1,1,1,2,348.0,4,0,1,5,4,3.0,4.3,8.1,3.5,8.2,8.9,0.0,0.25,0,1.0,1.0,1,1,0,4.366666666666666,7,6.6,M.Tech,0,5,train
23,8.93,6.4,7.1,5.4,4.8,7.5,4.0,2,0,0,0,,3,0,0,3,1,1.0,4.3,8.6,2.0,4.4,6.2,0.0,0.0,0,0.0,0.0,0,0,1,5.866666666666667,1,5.1,M.Tech,0,5,train
20,7.72,6.1,4.0,6.4,4.3,2.2,5.2,3,1,0,5,206.0,2,0,0,3,3,5.0,3.6,8.6,4.2,5.9,5.1,0.0,0.0,0,0.0,0.3333333333333333,0,1,0,4.7,4,5.4799999999999995,M.Tech,1,4,train
24,6.87,6.3,2.9,2.9,4.1,9.0,7.3,2,2,0,3,140.0,6,0,1,4,3,1.0,5.0,3.5,5.9,7.4,1.4,0.0,0.16666666666666666,0,0.0,1.0,0,1,0,5.416666666666667,5,4.64,B.Tech,0,5,train
23,6.34,4.5,6.8,4.5,7.3,2.6,7.4,3,0,0,1,281.0,3,1,1,2,0,3.0,2.4,10.0,4.2,7.0,3.7,0.3333333333333333,0.3333333333333333,1,0.0,0.0,0,1,0,5.516666666666667,0,5.46,B.Tech,0,5,train
22,8.74,10.0,5.5,9.1,4.6,3.0,4.3,1,1,0,4,413.0,2,0,1,7,1,2.0,6.9,3.6,5.3,9.5,6.2,0.0,0.5,0,0.0,1.0,0,1,0,6.083333333333333,2,6.3,B.Tech,1,0,train
24,8.4,6.9,8.2,3.9,9.5,6.6,2.6,0,0,0,2,100.0,1,0,0,5,1,3.0,5.1,4.6,10.0,6.3,9.2,0.0,0.0,0,0.0,0.0,0,1,0,6.283333333333334,1,7.040000000000001,B.Tech,1,3,train
24,6.0,6.2,6.5,8.0,5.4,0.6,3.4,3,1,0,0,,2,0,0,3,7,1.0,4.2,6.6,5.1,4.5,6.5,0.0,0.0,0,0.0,0.3333333333333333,0,0,1,5.016666666666667,8,5.38,B.Sc,0,5,train
21,6.46,10.0,4.0,2.6,8.3,3.7,4.8,2,1,1,2,363.0,4,1,1,9,2,4.0,2.6,6.3,5.5,4.5,6.8,0.25,0.25,1,1.0,0.5,1,1,0,5.566666666666666,5,5.14,M.Tech,1,2,train
22,5.53,6.2,8.3,3.8,5.3,8.9,7.1,4,0,0,0,,7,0,0,6,2,2.0,7.1,7.0,7.0,7.2,10.0,0.0,0.0,0,0.0,0.0,0,0,1,6.6000000000000005,2,7.659999999999999,B.Tech,1,3,train
21,8.49,8.3,4.6,5.4,5.5,3.7,4.9,4,0,0,0,,2,0,0,5,2,4.0,6.2,9.1,6.5,7.8,7.8,0.0,0.0,0,0.0,0.0,0,0,1,5.3999999999999995,2,7.4799999999999995,B.Tech,1,4,train
24,8.7,7.0,6.3,5.6,4.9,3.5,4.6,4,0,0,1,341.0,5,2,4,2,1,0.0,6.9,4.3,5.6,5.4,4.3,0.4,0.8,1,0.0,0.0,0,1,0,5.316666666666666,1,5.299999999999999,B.Tech,0,5,train
22,7.26,5.8,7.6,4.9,5.5,4.9,6.0,2,1,0,1,444.0,4,0,3,4,1,1.0,6.0,5.9,7.5,7.2,6.0,0.0,0.75,0,0.0,0.5,0,1,0,5.783333333333332,2,6.519999999999999,B.Tech,1,3,train
22,8.28,7.3,4.8,6.0,6.0,4.0,5.0,4,1,0,2,8.0,3,1,1,8,3,,7.4,8.0,7.2,5.5,6.4,0.3333333333333333,0.3333333333333333,1,0.0,0.25,0,1,0,5.516666666666667,4,6.9,BCA,1,4,train
24,8.07,5.1,4.5,7.1,5.4,4.6,6.4,1,1,0,0,,4,0,0,2,2,3.0,5.7,5.9,5.3,5.8,4.6,0.0,0.0,0,0.0,1.0,0,0,1,5.516666666666667,3,5.460000000000001,B.Tech,1,1,train
24,7.28,6.2,2.6,4.9,6.6,5.2,6.2,2,0,0,2,238.0,2,0,1,5,1,4.0,5.6,4.7,6.7,5.6,2.5,0.0,0.5,0,0.0,0.0,0,1,0,5.283333333333333,1,5.0200000000000005,B.Tech,1,3,train
24,8.64,10.0,6.2,6.8,6.9,4.3,6.8,3,2,2,2,478.0,2,0,0,1,3,0.0,6.8,7.1,5.0,4.5,3.2,0.0,0.0,0,1.0,0.6666666666666666,1,1,0,6.833333333333332,9,5.319999999999999,B.Tech,1,1,train
20,6.9,4.4,10.0,5.4,7.3,6.1,3.9,2,1,1,2,334.0,3,1,3,5,1,5.0,6.2,7.0,3.1,3.9,7.7,0.3333333333333333,1.0,1,1.0,0.5,1,1,0,6.183333333333334,4,5.58,B.Tech,1,3,train
23,7.98,7.2,1.9,6.8,6.9,0.0,7.8,5,2,1,0,,2,0,0,4,1,3.0,7.1,4.8,5.7,5.5,8.1,0.0,0.0,0,0.5,0.4,1,0,1,5.1,5,6.239999999999999,M.Tech,0,5,train
24,8.48,6.1,4.6,7.8,8.8,4.9,4.2,2,0,0,3,491.0,2,0,1,4,2,,7.2,6.4,5.3,6.4,5.8,0.0,0.5,0,0.0,0.0,0,1,0,6.066666666666667,2,6.220000000000001,MCA,0,5,train
25,7.14,6.9,5.2,1.8,6.7,2.6,5.4,3,3,0,0,,1,0,1,1,2,3.0,3.4,10.0,4.7,8.9,7.4,0.0,1.0,0,0.0,1.0,0,0,1,4.766666666666667,5,6.88,B.Tech,1,4,train
24,6.24,7.3,5.6,5.3,7.1,4.9,4.0,2,1,1,4,404.0,4,0,2,1,2,2.0,6.8,5.7,6.3,4.6,5.3,0.0,0.5,0,1.0,0.5,1,1,0,5.699999999999999,5,5.74,B.Tech,1,1,train
20,5.9,4.2,7.5,7.4,1.1,1.5,3.0,2,2,0,1,106.0,3,1,3,3,3,0.0,4.9,5.0,1.9,7.9,1.7,0.3333333333333333,1.0,1,0.0,1.0,0,1,0,4.116666666666667,5,4.28,MCA,0,5,train
21,7.85,5.4,3.9,7.5,4.8,7.1,8.4,3,2,0,3,206.0,4,1,2,2,1,2.0,8.0,7.7,5.7,3.4,2.8,0.25,0.5,1,0.0,0.6666666666666666,0,1,0,6.183333333333334,3,5.52,MCA,1,4,train
22,6.93,7.2,6.6,9.0,5.6,3.4,6.9,2,1,1,1,259.0,3,1,3,3,7,1.0,6.6,2.8,7.1,4.5,5.4,0.3333333333333333,1.0,1,1.0,0.5,1,1,0,6.449999999999999,10,5.279999999999999,B.Tech,0,5,train
22,6.9,8.6,4.9,8.2,7.9,7.2,2.9,1,1,1,0,,5,0,2,4,3,0.0,5.8,6.5,5.1,5.0,8.6,0.0,0.4,0,1.0,1.0,1,0,1,6.616666666666667,6,6.2,B.Sc,0,5,train
23,7.1,8.2,5.9,6.0,7.5,3.4,4.9,2,2,0,1,320.0,4,0,1,4,1,,4.7,5.7,4.3,5.1,7.6,0.0,0.25,0,0.0,1.0,0,1,0,5.983333333333333,3,5.4799999999999995,B.Tech,1,1,train
24,6.93,7.0,6.9,9.3,6.7,3.2,4.8,3,0,0,0,,4,0,2,4,1,2.0,7.8,5.7,4.8,3.8,6.7,0.0,0.5,0,0.0,0.0,0,0,1,6.316666666666666,1,5.76,BCA,0,5,train
24,7.69,5.4,3.7,5.2,5.7,3.6,6.0,2,1,0,3,318.0,7,1,2,2,4,5.0,0.7,5.0,6.1,10.0,4.9,0.14285714285714285,0.2857142857142857,1,0.0,0.5,0,1,0,4.933333333333334,5,5.340000000000001,MCA,1,4,train
20,7.5,8.3,6.4,6.8,4.3,5.6,3.8,3,3,1,0,,2,1,1,3,2,6.0,5.0,6.6,3.4,5.6,3.4,0.5,0.5,1,0.3333333333333333,1.0,1,0,1,5.866666666666666,7,4.8,B.Sc,1,1,train
20,8.0,9.4,5.9,2.4,6.2,4.1,6.1,1,1,1,1,211.0,2,1,1,1,2,2.0,8.3,9.2,3.7,2.9,7.5,0.5,0.5,1,1.0,1.0,1,1,0,5.683333333333334,5,6.319999999999999,B.Sc,1,3,train
20,8.91,4.5,6.6,7.0,3.8,0.0,2.7,2,1,0,1,186.0,3,0,1,2,0,0.0,6.4,7.5,6.4,8.0,6.2,0.0,0.3333333333333333,0,0.0,0.5,0,1,0,4.1000000000000005,1,6.9,B.Sc,0,5,train
24,7.45,8.9,5.4,6.6,7.7,1.5,4.1,1,0,0,3,331.0,3,2,2,4,3,0.0,7.0,6.1,6.1,6.7,4.5,0.6666666666666666,0.6666666666666666,1,0.0,0.0,0,1,0,5.699999999999999,3,6.08,B.Tech,0,5,train
23,6.54,8.8,6.6,6.0,9.8,4.5,3.7,2,0,0,1,460.0,3,1,1,3,1,4.0,5.8,4.8,6.2,3.3,6.2,0.3333333333333333,0.3333333333333333,1,0.0,0.0,0,1,0,6.566666666666667,1,5.26,M.Tech,0,5,train
25,7.11,4.8,5.5,5.3,9.3,2.7,7.5,3,2,0,0,,3,0,1,7,4,2.0,7.1,5.4,3.9,3.1,4.7,0.0,0.3333333333333333,0,0.0,0.6666666666666666,0,0,1,5.8500000000000005,6,4.84,B.Sc,1,2,train
23,5.5,7.2,5.2,5.3,5.0,4.0,4.8,0,0,0,0,,0,0,0,8,1,1.0,7.7,8.0,4.6,6.7,7.9,0.0,0.0,0,0.0,0.0,0,0,1,5.25,1,6.9799999999999995,B.Tech,1,1,train
22,5.53,6.0,4.6,5.8,7.5,0.0,6.3,3,1,0,5,49.0,4,0,0,3,1,6.0,6.6,5.8,6.8,2.8,6.4,0.0,0.0,0,0.0,0.3333333333333333,0,1,0,5.033333333333333,2,5.68,BCA,1,1,train
25,8.57,7.0,5.7,4.7,3.8,2.1,7.1,5,1,1,0,,4,0,1,4,3,2.0,6.2,4.3,5.8,6.5,5.7,0.0,0.25,0,1.0,0.2,1,0,1,5.066666666666666,6,5.7,B.Sc,0,5,train
22,7.41,4.1,9.2,8.6,5.5,6.8,4.9,2,2,1,1,240.0,4,2,3,10,3,3.0,1.7,4.5,8.1,3.3,5.6,0.5,0.75,1,0.5,1.0,1,1,0,6.516666666666666,7,4.640000000000001,B.Tech,1,0,train
25,6.42,6.0,5.1,6.5,3.4,5.2,8.7,1,1,1,0,,1,0,0,2,2,3.0,4.9,,4.3,4.1,7.3,0.0,0.0,0,1.0,1.0,1,0,1,5.816666666666666,5,5.1499999999999995,M.Tech,1,4,train
23,6.71,7.4,2.8,5.7,3.1,5.1,6.4,1,0,0,5,195.0,7,0,2,5,1,4.0,7.0,8.2,4.6,9.1,6.0,0.0,0.2857142857142857,0,0.0,0.0,0,1,0,5.083333333333333,1,6.9799999999999995,B.Sc,0,5,train
21,7.42,7.8,7.8,7.6,9.3,4.1,4.4,6,2,0,0,,2,1,1,8,2,3.0,8.9,4.2,8.6,3.7,6.7,0.5,0.5,1,0.0,0.3333333333333333,0,0,1,6.833333333333333,4,6.42,M.Tech,1,2,train
25,8.9,4.1,9.7,5.7,5.3,4.1,3.4,3,3,0,2,180.0,5,0,3,2,0,2.0,6.1,5.2,8.3,7.5,6.1,0.0,0.6,0,0.0,1.0,0,1,0,5.383333333333333,3,6.640000000000001,B.Tech,0,5,train
21,6.15,5.6,4.3,5.4,3.7,2.8,3.9,4,0,0,2,236.0,6,2,3,5,0,2.0,4.4,5.7,7.0,4.7,3.5,0.3333333333333333,0.5,1,0.0,0.0,0,1,0,4.283333333333333,0,5.0600000000000005,M.Tech,0,5,train
22,8.16,3.9,7.4,5.3,4.2,6.3,9.7,4,3,0,1,7.0,2,1,1,3,6,0.0,7.7,4.5,6.4,8.0,7.0,0.5,0.5,1,0.0,0.75,0,1,0,6.133333333333333,9,6.720000000000001,M.Tech,1,2,train
21,7.94,3.6,2.3,3.3,5.4,5.5,3.1,2,1,0,0,,1,0,0,4,3,1.0,4.2,7.1,7.9,7.7,7.0,0.0,0.0,0,0.0,0.5,0,0,1,3.866666666666667,4,6.780000000000001,B.Tech,0,5,train
21,6.84,5.3,1.4,4.0,5.1,7.6,8.7,3,2,0,3,276.0,5,0,0,3,3,2.0,6.3,10.0,2.8,7.2,6.7,0.0,0.0,0,0.0,0.6666666666666666,0,1,0,5.349999999999999,5,6.6,B.Sc,1,2,train
20,,8.1,6.5,4.1,5.1,9.3,3.2,2,0,0,0,,2,0,1,4,2,1.0,4.7,4.7,2.3,4.0,3.7,0.0,0.5,0,0.0,0.0,0,0,1,6.05,2,3.88,B.Tech,0,5,train
22,7.09,5.5,5.7,8.9,4.8,5.2,5.6,1,1,0,3,216.0,3,0,0,3,6,4.0,4.2,8.2,5.1,7.0,10.0,0.0,0.0,0,0.0,1.0,0,1,0,5.95,7,6.9,B.Tech,1,0,train
24,8.46,5.6,8.0,1.0,9.3,6.4,6.0,3,3,0,0,,4,2,2,5,2,1.0,7.2,3.2,6.3,7.1,4.3,0.5,0.5,1,0.0,1.0,0,0,1,6.05,5,5.619999999999999,B.Tech,1,2,train
23,6.93,5.8,6.7,6.7,5.7,5.5,6.7,1,0,0,0,,4,0,0,1,2,1.0,6.9,6.5,6.2,4.9,7.1,0.0,0.0,0,0.0,0.0,0,0,1,6.183333333333334,2,6.32,B.Tech,1,1,train
24,,5.0,5.7,6.7,6.6,7.8,5.9,4,0,0,1,149.0,2,0,1,6,3,0.0,2.6,5.6,5.9,7.6,4.7,0.0,0.5,0,0.0,0.0,0,1,0,6.283333333333334,3,5.279999999999999,B.Tech,1,3,train
21,6.93,5.2,5.5,2.5,5.1,4.1,5.5,1,1,1,5,4.0,2,0,0,3,2,3.0,7.8,8.7,5.7,7.1,7.8,0.0,0.0,0,1.0,1.0,1,1,0,4.6499999999999995,5,7.419999999999999,B.Tech,1,4,train
25,8.33,6.1,8.3,5.8,4.9,4.6,5.6,2,2,2,1,495.0,3,1,3,4,2,4.0,4.6,5.1,6.1,4.2,4.5,0.3333333333333333,1.0,1,1.0,1.0,1,1,0,5.883333333333334,8,4.9,M.Tech,0,5,train
21,8.19,4.6,10.0,8.7,6.9,4.5,7.3,4,4,1,0,,1,0,0,3,1,2.0,4.0,6.3,5.4,4.1,6.2,0.0,0.0,0,0.25,1.0,1,0,1,6.999999999999999,7,5.2,B.Tech,0,5,train
24,8.55,9.1,5.6,5.6,6.5,5.8,1.3,0,0,0,3,472.0,1,0,0,3,5,1.0,2.8,5.3,9.0,5.5,5.8,0.0,0.0,0,0.0,0.0,0,1,0,5.649999999999999,5,5.680000000000001,B.Tech,1,3,train
20,7.98,5.9,10.0,4.2,2.9,5.9,2.5,2,0,0,0,,3,0,1,2,2,1.0,3.6,8.8,8.5,4.6,4.4,0.0,0.3333333333333333,0,0.0,0.0,0,0,1,5.233333333333333,2,5.9799999999999995,B.Tech,0,5,train
24,7.59,6.5,7.6,1.2,3.0,2.7,3.8,2,2,0,2,248.0,5,0,2,6,2,1.0,8.1,6.6,8.3,4.8,2.8,0.0,0.4,0,0.0,1.0,0,1,0,4.133333333333333,4,6.12,B.Tech,0,5,train
21,6.18,6.9,6.8,8.1,4.2,7.9,5.8,3,3,0,1,120.0,4,0,0,4,0,2.0,4.6,6.7,3.0,8.4,6.1,0.0,0.0,0,0.0,1.0,0,1,0,6.616666666666666,3,5.760000000000001,MCA,1,4,train
22,9.99,8.2,4.2,3.3,4.3,7.1,4.7,3,0,0,1,3.0,5,0,1,3,0,2.0,4.9,7.0,3.5,5.6,6.3,0.0,0.2,0,0.0,0.0,0,1,0,5.3,0,5.46,B.Tech,0,5,train
20,8.76,7.6,6.8,3.2,3.6,6.3,6.3,2,0,0,3,437.0,3,1,1,5,2,2.0,4.8,6.6,7.5,4.5,5.8,0.3333333333333333,0.3333333333333333,1,0.0,0.0,0,1,0,5.633333333333333,2,5.84,B.Tech,1,3,train
22,7.39,5.2,7.0,7.5,5.4,6.7,4.0,4,1,0,1,260.0,1,0,0,4,2,5.0,7.6,1.3,7.0,6.1,3.7,0.0,0.0,0,0.0,0.25,0,1,0,5.966666666666666,3,5.14,B.Tech,0,5,train
25,8.09,5.0,6.6,2.5,5.2,0.0,4.5,4,3,1,2,343.0,2,0,2,6,5,5.0,7.6,7.2,6.7,9.5,5.9,0.0,1.0,0,0.3333333333333333,0.75,1,1,0,3.966666666666667,10,7.38,B.Tech,0,5,train
23,8.61,5.6,9.0,7.8,8.3,5.4,4.4,6,4,2,0,,1,0,0,6,2,1.0,7.8,6.0,3.6,8.7,4.2,0.0,0.0,0,0.5,0.6666666666666666,1,0,1,6.75,10,6.0600000000000005,B.Sc,1,2,train
21,6.78,10.0,5.3,3.1,3.8,6.2,0.9,2,1,0,1,300.0,2,0,1,4,3,2.0,7.4,8.9,4.2,8.9,9.5,0.0,0.5,0,0.0,0.5,0,1,0,4.883333333333334,4,7.779999999999999,B.Tech,1,3,train
21,7.42,7.4,4.7,5.1,8.0,4.7,2.9,6,3,1,2,433.0,1,0,0,1,0,2.0,4.0,3.1,5.1,4.7,6.5,0.0,0.0,0,0.3333333333333333,0.5,1,1,0,5.466666666666668,5,4.68,B.Tech,0,5,train
25,8.94,6.7,3.4,5.4,7.5,0.0,4.6,3,0,0,4,119.0,4,2,3,3,4,1.0,3.5,5.6,5.4,7.8,6.8,0.5,0.75,1,0.0,0.0,0,1,0,4.6000000000000005,4,5.82,B.Sc,1,1,train
24,6.32,7.2,7.0,3.8,8.2,4.8,5.3,2,2,0,2,9.0,4,0,0,3,4,2.0,4.6,6.8,3.6,7.7,7.6,0.0,0.0,0,0.0,1.0,0,1,0,6.05,6,6.06,B.Tech,1,2,train
20,8.02,7.1,10.0,5.2,5.8,4.8,2.2,1,1,1,2,108.0,0,0,0,5,2,3.0,7.6,7.1,6.4,4.4,7.8,0.0,0.0,0,1.0,1.0,1,1,0,5.8500000000000005,5,6.659999999999999,M.Tech,1,0,train
23,6.45,5.8,4.7,5.5,4.4,7.4,3.4,5,3,1,0,,2,0,1,10,2,4.0,5.6,4.8,7.8,2.1,7.9,0.0,0.5,0,0.3333333333333333,0.6,1,0,1,5.199999999999999,7,5.640000000000001,BCA,1,3,train
25,6.76,10.0,6.8,7.5,6.3,4.1,2.2,3,0,0,1,193.0,1,0,0,3,4,2.0,3.5,5.2,4.4,4.1,5.2,0.0,0.0,0,0.0,0.0,0,1,0,6.150000000000001,4,4.4799999999999995,M.Tech,0,5,train
22,7.75,5.7,6.9,4.4,5.7,2.4,4.2,2,2,0,2,416.0,6,1,3,5,3,4.0,4.2,7.3,9.2,9.2,3.4,0.16666666666666666,0.5,1,0.0,1.0,0,1,0,4.883333333333333,5,6.659999999999999,M.Tech,1,2,train
25,8.26,4.2,1.5,4.8,5.1,6.5,8.8,2,0,0,3,54.0,3,1,1,1,2,0.0,4.5,8.9,3.5,8.2,6.7,0.3333333333333333,0.3333333333333333,1,0.0,0.0,0,1,0,5.15,2,6.359999999999999,M.Tech,0,5,train
22,7.34,5.5,7.5,8.7,5.4,5.6,4.0,1,1,0,1,318.0,3,0,2,2,2,1.0,6.3,10.0,2.6,5.0,6.7,0.0,0.6666666666666666,0,0.0,1.0,0,1,0,6.116666666666667,3,6.12,M.Tech,1,0,train
25,7.08,5.6,8.8,3.7,7.3,2.1,3.5,7,1,1,1,142.0,4,2,2,2,2,1.0,7.2,9.2,4.8,4.3,5.3,0.5,0.5,1,1.0,0.14285714285714285,1,1,0,5.166666666666667,5,6.16,BCA,0,5,train
24,7.47,5.7,5.2,3.3,5.9,7.0,7.5,1,1,1,2,133.0,0,0,0,2,2,2.0,5.9,9.5,5.0,4.3,4.6,0.0,0.0,0,1.0,1.0,1,1,0,5.766666666666667,5,5.859999999999999,B.Tech,0,5,train
24,7.97,9.3,8.1,3.6,6.8,5.7,7.1,3,0,0,3,285.0,0,0,0,9,5,2.0,4.4,6.7,8.3,6.6,4.6,0.0,0.0,0,0.0,0.0,0,1,0,6.766666666666667,5,6.12,B.Tech,1,3,train
24,8.83,6.8,5.3,1.8,3.0,7.0,3.3,2,0,0,0,,1,0,0,4,0,3.0,7.6,3.1,6.8,,3.1,0.0,0.0,0,0.0,0.0,0,0,1,4.533333333333333,0,5.15,B.Tech,0,5,train
23,8.82,4.1,3.7,7.3,4.2,5.0,3.9,2,1,0,4,458.0,1,0,0,4,3,2.0,7.0,9.3,3.7,4.9,1.8,0.0,0.0,0,0.0,0.5,0,1,0,4.7,4,5.34,B.Tech,0,5,train
24,8.53,4.8,6.4,8.9,2.4,7.9,5.0,2,1,1,3,236.0,5,1,1,5,3,0.0,7.6,8.2,3.9,8.8,5.7,0.2,0.2,1,1.0,0.5,1,1,0,5.8999999999999995,6,6.840000000000001,B.Tech,1,0,train
25,7.23,10.0,6.9,2.9,7.1,4.2,5.2,3,1,1,2,466.0,4,1,1,4,2,4.0,4.8,7.1,4.9,3.8,2.4,0.25,0.25,1,1.0,0.3333333333333333,1,1,0,6.05,5,4.6,MCA,1,4,train
24,7.14,5.3,3.4,6.7,5.6,0.9,3.2,2,1,0,2,93.0,5,1,2,4,1,4.0,5.6,3.4,1.1,5.2,6.2,0.2,0.4,1,0.0,0.5,0,1,0,4.183333333333333,2,4.3,B.Tech,0,5,train
25,8.59,7.0,2.9,5.0,1.4,5.0,1.9,3,1,1,0,,6,0,0,3,3,4.0,5.8,5.5,6.4,5.9,3.2,0.0,0.0,0,1.0,0.3333333333333333,1,0,1,3.8666666666666667,6,5.36,B.Sc,0,5,train
22,8.21,10.0,8.3,8.5,6.5,4.3,2.6,2,2,0,1,125.0,2,0,1,3,1,2.0,9.8,6.0,1.7,9.1,7.9,0.0,0.5,0,0.0,1.0,0,1,0,6.699999999999999,3,6.9,BCA,1,1,train
25,6.16,8.7,7.0,6.2,6.0,5.7,6.0,4,1,1,2,335.0,2,0,1,6,3,2.0,5.6,7.1,4.7,5.9,4.5,0.0,0.5,0,1.0,0.25,1,1,0,6.6000000000000005,6,5.56,BCA,1,4,train
21,5.35,4.8,6.3,3.0,5.7,3.3,4.5,3,1,1,5,69.0,2,0,0,5,4,1.0,5.0,7.4,5.4,4.8,7.3,0.0,0.0,0,1.0,0.3333333333333333,1,1,0,4.6000000000000005,7,5.98,B.Tech,1,2,train
20,5.0,7.8,5.7,4.7,3.5,3.4,3.1,3,1,1,0,,2,0,0,5,1,0.0,2.2,9.4,7.9,9.6,2.7,0.0,0.0,0,1.0,0.3333333333333333,1,0,1,4.7,4,6.36,M.Tech,0,5,train
